ANMO00,1433.5
ARU,238.3511505126953
CAN,205.74972534179688
CASY00,2144.5
CCM,6181.25
COR,5737.0
CTAO,6664.5
DRV,608.25
ECH,986.0
ESK,12085.15234375
FFC,1704.5115966796875
KIEV,9821.25
KIP_G00,9431.25
KIP_IU00,9431.25
KMBO,899.25
KONO00,8203.0
LVC00,202.75
MAJO,3064.0
NNA,2206.352783203125
OBN,2087.070068359375
PAF,83.5
RER,377.5
SCZ,315.0
SJG,1537.751953125
TAU,7785.6962890625
UNM,1207.0
YAK,392.0
