ANMO00,1760410.0
ARU,8015158.5
CAN,45246.93359375
CASY00,8437385.0
CCM,4023540.75
COR,2474462.75
CTAO,5952984.5
DRV,1805780.875
ECH,308233.15625
ESK,9340421.0
FFC,9391267.0
KIEV,7334368.5
KIP_G00,5825862.0
KIP_IU00,5825862.0
KMBO,7331965.5
KONO00,7798601.5
LVC00,1826105.125
MAJO,1917807.125
NNA,6275311.5
OBN,6331551.0
PAF,1231276.125
RER,658557.625
SCZ,363415.625
SJG,3233424.25
TAU,6576711.5
UNM,2377750.0
YAK,9792650.0
